t_offset_sec,latitude,longitude,speed_kmh,accuracy_m
6390,23.4380589,87.4440727,105.45,12
6420,23.4414783,87.4363502,105.45,15
6450,23.4449112,87.4287855,105.45,10
6480,23.4484097,87.4210193,105.45,14
6510,23.4518613,87.4133696,105.45,23
6540,23.4551175,87.4057045,105.45,11
6570,23.4586388,87.397855,105.45,20
6600,23.4619071,87.3900881,105.45,18
6630,23.4653872,87.3826166,105.45,21
6660,23.4689516,87.3747169,105.45,15
6690,23.4723099,87.3672359,105.45,8
6720,23.4756867,87.359477,105.45,9
6750,23.4790055,87.3516082,105.45,25
6780,23.4824831,87.3439971,105.45,15
6810,23.4857797,87.3364039,105.45,20
6840,23.4894076,87.328732,105.45,24
6870,23.4925776,87.3209426,105.45,20
6900,23.4964322,87.3135385,105.45,23
6930,23.5006554,87.3062779,105.45,20
6960,23.5046812,87.2992043,105.45,21
6990,23.5089281,87.2919493,105.45,12
7020,23.5129582,87.2847929,105.45,20
7050,23.5171135,87.2776161,105.45,24
7080,23.5211132,87.2704033,105.45,21
7110,23.525243,87.2634776,105.45,10
7140,23.5292953,87.2561513,105.45,19
7170,23.5334679,87.2489478,105.45,8
7200,23.5376905,87.241727,105.45,19
7230,23.5417582,87.2347921,105.45,22
7260,23.5458692,87.2274542,105.45,15
7290,23.5498641,87.2202584,105.45,10
7320,23.5539497,87.2129883,105.45,12
7350,23.5582626,87.2060371,105.45,8
7380,23.5622301,87.1988562,105.45,17
7410,23.5663679,87.1914502,105.45,14
7440,23.5705552,87.1843296,105.45,25
7470,23.5746058,87.1771671,105.45,23
7500,23.5787418,87.1702066,105.45,8
7530,23.5827844,87.163005,105.45,24
7560,23.5868037,87.1556124,105.45,17
7590,23.5909552,87.1485909,105.45,16
7620,23.5950245,87.1414024,105.45,8
7650,23.5991372,87.1342278,105.45,19
7680,23.6034613,87.1268629,105.45,20
7710,23.6073997,87.1197931,105.45,11
7740,23.6116901,87.1126474,105.45,25
7770,23.6155793,87.1053871,105.45,22
7800,23.6198158,87.0983619,105.45,9
7830,23.6238404,87.0911318,105.45,18
7860,23.6280148,87.0840188,105.45,8
7890,23.6320853,87.0767271,105.45,17
7920,23.6361646,87.0697352,105.45,24
7950,23.6402844,87.0622894,105.45,16
7980,23.6445559,87.0553568,105.45,8
8010,23.6486826,87.0481979,105.45,15
8040,23.6525782,87.0410064,105.45,12
8070,23.65667,87.0336786,105.45,15
8100,23.6608679,87.0265585,105.45,21
8130,23.6651261,87.0194813,105.45,18
8160,23.6690946,87.0120762,105.45,12
8190,23.6732392,87.0050625,105.45,14
8220,23.6774041,86.997811,103.23,24
8250,23.6810883,86.9914344,88.75,12
8280,23.6840772,86.986135,71.39,13
8310,23.6864482,86.9818325,56.95,11
8340,23.6882651,86.9786797,37.28,12
8370,23.6896224,86.976543,21.52,21
8400,23.6905243,86.9749421,0.0,16
8430,23.6903062,86.9749082,0.0,12
8460,23.690315,86.9750772,0.0,16
8490,23.6904285,86.9750331,0.0,15
8520,23.6903275,86.9748605,15.67,10
8550,23.6906746,86.9737866,15.67,24
8580,23.690955,86.9725027,27.13,19
8610,23.6911644,86.970389,27.13,23
8640,23.6916615,86.9675859,41.45,9
8670,23.6923586,86.9644514,47.0,16
8700,23.6932421,86.9602577,56.48,14
8730,23.6940455,86.9556035,64.59,22
8760,23.6950475,86.9504878,71.79,18
8790,23.6961235,86.9448064,76.74,21
8820,23.697096,86.9386467,76.74,20
8850,23.6982779,86.9328396,76.74,25
8880,23.6993224,86.9270706,76.74,9
8910,23.7004181,86.9210349,76.74,9
8940,23.7016113,86.9150636,76.74,25
8970,23.7025783,86.9092968,76.74,25
9000,23.703673,86.9033949,76.74,9
9030,23.7047168,86.8973882,76.74,17
9060,23.7059711,86.8914322,76.74,13
9090,23.7069734,86.8856178,76.74,9
9120,23.7081424,86.8797925,76.74,22
9150,23.7092771,86.8737487,76.74,24
9180,23.7101809,86.8679341,76.74,25
9210,23.7112838,86.8619159,76.74,22
9240,23.712351,86.8560169,76.74,14
9270,23.7136791,86.8499991,76.74,18
9300,23.7147246,86.8443288,76.74,13
9330,23.7158288,86.8381873,76.74,11
9360,23.7169225,86.8324268,76.74,10
9390,23.7179703,86.8264424,76.74,24
9420,23.719091,86.8204657,76.74,25
9450,23.7201256,86.814734,76.74,18
9480,23.7212724,86.8087912,76.74,12
9510,23.7222606,86.8027288,76.74,9
9540,23.723427,86.7968665,76.74,22
9570,23.7244887,86.7909178,76.74,12
9600,23.7257667,86.7849549,76.74,16
9630,23.7266081,86.7791896,76.74,23
9660,23.7278482,86.773134,76.74,23
9690,23.7288628,86.7673948,76.74,23
9720,23.7300179,86.7614408,76.74,8
9750,23.7310586,86.755561,76.74,25
9780,23.7323106,86.7495502,76.74,13
9810,23.7332265,86.7437706,76.74,9
9840,23.7343227,86.7376771,76.74,17
9870,23.7354697,86.7317826,76.74,11
9900,23.7365898,86.7258984,76.74,17
9930,23.7377391,86.7201387,76.74,25
9960,23.7387191,86.7141584,76.74,19
9990,23.7400193,86.708141,76.74,17
10020,23.7409523,86.702467,76.74,10
10050,23.7421666,86.6965403,76.74,10
10080,23.7431381,86.6904208,76.74,16
10110,23.7442449,86.6845922,76.74,14
10140,23.7454406,86.6787398,76.74,11
10170,23.746504,86.6729372,76.74,24
10200,23.747713,86.6668805,76.74,17
10230,23.7486591,86.6610769,76.74,16
10260,23.7497825,86.6552094,76.74,19
10290,23.7509877,86.6491866,76.74,23
10320,23.7519749,86.6432809,76.74,23
10350,23.7531495,86.6374443,76.74,15
10380,23.7542197,86.6315616,76.74,8
10410,23.7551576,86.6254994,76.74,11
10440,23.7564214,86.6195128,76.74,21
10470,23.7574312,86.6136392,76.74,25
10500,23.7586338,86.6076927,76.74,14
10530,23.7596995,86.6017943,76.74,10
10560,23.7606935,86.5959578,76.74,18
10590,23.7619142,86.5899313,76.74,18
10620,23.7628964,86.5842003,76.74,8
10650,23.7641256,86.5781333,76.74,18
10680,23.7652469,86.5723065,76.74,23
10710,23.7663102,86.5664447,76.74,23
10740,23.7672341,86.5604795,76.74,25
10770,23.7685307,86.5545692,76.74,21
10800,23.7696362,86.5485388,76.74,24
10830,23.7705638,86.5428249,76.74,18
10860,23.7717297,86.5367062,76.74,18
10890,23.7728925,86.5310514,76.74,19
10920,23.7737919,86.5249231,76.74,8
10950,23.7749624,86.5190788,76.74,25
10980,23.776195,86.5132257,76.74,20
11010,23.7771154,86.5071811,76.74,17
11040,23.7783519,86.5013286,76.74,9
11070,23.779332,86.4953507,76.74,15
11100,23.7804559,86.4896586,76.74,17
11130,23.781511,86.4835926,76.74,11
11160,23.7826505,86.4776038,76.74,14
11190,23.7838928,86.4718127,76.74,8
11220,23.784959,86.4660377,76.74,12
11250,23.7858918,86.4601324,76.74,24
11280,23.7870003,86.4541584,71.79,11
11310,23.7881108,86.4490979,64.59,12
11340,23.7887997,86.4442242,56.48,20
11370,23.7896743,86.4403932,47.0,8
11400,23.7901899,86.4368896,41.45,10
11430,23.7907055,86.4343925,27.13,11
11460,23.7911438,86.4322349,27.13,17
11490,23.7912474,86.4309827,15.67,14
11520,23.7915517,86.4296094,0.0,16
11550,23.7916087,86.4297803,0.0,11
11580,23.7915387,86.4295991,0.0,11
11610,23.7914694,86.4297362,0.0,24
11640,23.7914928,86.4297125,0.0,25
11670,23.7915511,86.4295944,0.0,17
11700,23.79162,86.4296032,0.0,17
11730,23.7916305,86.4296525,0.0,22
11760,23.7914789,86.4295613,0.0,9
11790,23.7914938,86.4295686,0.0,21
11820,23.7915709,86.4297603,20.47,22
11850,23.7925682,86.4284869,20.47,14
11880,23.7938979,86.4269813,35.46,25
11910,23.7956879,86.4246321,54.17,22
11940,23.7984578,86.4211275,61.42,22
11970,23.8016203,86.4171263,79.3,22
12000,23.8056346,86.4124772,93.83,12
12030,23.8102271,86.4068342,100.3,19
12060,23.8146905,86.4011862,100.3,18
12090,23.8193873,86.3955677,100.3,22
12120,23.8238959,86.3896546,100.3,11
12150,23.8284491,86.3840988,100.3,13
12180,23.8330203,86.3783932,100.3,12
12210,23.8376709,86.3727377,100.3,11
12240,23.8422117,86.3671371,100.3,17
12270,23.8468572,86.3613915,100.3,21
12300,23.8513678,86.3556728,100.3,13
12330,23.8561558,86.3500417,100.3,18
12360,23.8605393,86.3444607,100.3,21
12390,23.8652844,86.3387121,100.3,18
12420,23.8698096,86.332981,100.3,10
12450,23.8744519,86.3274488,100.3,23
12480,23.8788733,86.3217423,100.3,18
12510,23.8835819,86.3161365,100.3,13
12540,23.8881052,86.3103414,100.3,11
12570,23.8927967,86.3047252,100.3,20
12600,23.89729,86.2990671,100.3,9
12630,23.901816,86.2934455,100.3,8
12660,23.9065855,86.2877271,100.3,22
12690,23.9111145,86.2819748,100.3,22
12720,23.9156138,86.2763884,100.3,18
12750,23.9202317,86.2707493,100.3,17
12780,23.9249883,86.2651188,100.3,19
12810,23.9295975,86.2593421,100.3,24
12840,23.9340294,86.2535355,100.3,17
12870,23.9385271,86.2480912,100.3,9
12900,23.9431003,86.2423182,100.3,19
12930,23.9477195,86.2365639,100.3,8
12960,23.9523431,86.2310154,100.3,20
12990,23.9570381,86.2253458,100.3,20
13020,23.9615622,86.2196243,100.3,13
13050,23.9661772,86.2138466,100.3,20
13080,23.9708663,86.208225,100.3,21
13110,23.9752705,86.2027405,100.3,12
13140,23.9798549,86.1967951,100.3,8
13170,23.9844474,86.1913626,100.3,21
13200,23.9892611,86.1854692,100.3,12
13230,23.9937613,86.1798795,100.3,22
13260,23.9984189,86.1742895,100.3,21
13290,24.0029358,86.168546,100.3,21
13320,24.0075065,86.1628724,100.3,19
13350,24.0120084,86.1571925,100.3,8
13380,24.0166931,86.1516447,100.3,15
13410,24.0213191,86.1458019,100.3,25
13440,24.0258723,86.1400599,100.3,9
13470,24.03046,86.1345856,100.3,11
13500,24.0350531,86.128989,100.3,10
13530,24.0395248,86.1232486,100.3,16
13560,24.0442016,86.1173835,100.3,10
13590,24.0487323,86.1118742,100.3,10
13620,24.0534403,86.1061748,100.3,17
13650,24.058011,86.10061,100.3,25
13680,24.0626455,86.0948093,100.3,24
13710,24.0672697,86.0891679,100.3,18
13740,24.0717288,86.0836096,100.3,17
13770,24.0762831,86.0776641,100.3,17
13800,24.0809909,86.0721477,100.3,9
13830,24.0855544,86.0664796,100.3,9
13860,24.0901515,86.0607227,100.3,8
13890,24.0946418,86.0549885,100.3,24
13920,24.099175,86.0495231,100.3,16
13950,24.1037798,86.0437023,100.3,16
13980,24.1083378,86.0379799,100.3,13
14010,24.1131691,86.0324928,100.3,22
14040,24.1176133,86.026654,100.3,15
14070,24.1222341,86.0211658,100.3,9
14100,24.1267857,86.0152823,100.3,12
14130,24.1314436,86.0098276,100.3,23
14160,24.1360758,86.0040345,100.3,20
14190,24.1405269,85.9983702,100.3,13
14220,24.1451094,85.9927847,100.3,19
14250,24.1496571,85.9869735,100.3,11
14280,24.1542464,85.9813601,100.3,23
14310,24.1589033,85.975771,100.3,25
14340,24.1634749,85.9700801,100.3,20
14370,24.1681296,85.9642487,100.3,21
14400,24.1725948,85.9588074,100.3,22
14430,24.1772843,85.9529543,100.3,24
14460,24.1819552,85.9472008,100.3,25
14490,24.1865328,85.9417988,100.3,21
14520,24.1911154,85.9360365,100.3,16
14550,24.195631,85.9302504,100.3,11
14580,24.2001993,85.9246717,100.3,22
14610,24.2049287,85.919048,100.3,14
14640,24.2094503,85.9133546,100.3,13
14670,24.2139844,85.907485,100.3,8
14700,24.218714,85.9018131,100.3,11
14730,24.2232212,85.8963397,100.3,19
14760,24.2277286,85.8905485,100.3,14
14790,24.2322685,85.8849754,100.3,9
14820,24.2371021,85.879314,100.3,14
14850,24.2416951,85.8736362,100.3,11
14880,24.2460521,85.8679539,100.3,20
14910,24.2507956,85.8623688,100.3,13
14940,24.25545,85.856636,100.3,16
14970,24.2598777,85.8509532,100.3,10
15000,24.3145603,85.8453584,100.3,16
15030,24.3191853,85.8396178,100.3,18
15060,24.3236372,85.8339716,100.3,16
15090,24.2783671,85.8281816,100.3,18
15120,24.2830159,85.8224724,100.3,16
15150,24.2873852,85.8167442,100.3,14
15180,24.2920916,85.811104,100.3,23
15210,24.2965462,85.8055387,100.3,21
15240,24.3011656,85.7998967,100.3,22
15270,24.3058894,85.7940646,100.3,10
15300,24.3103054,85.7885768,100.3,22
15330,24.3148813,85.7828365,100.3,8
15360,24.3197175,85.7772134,100.3,16
15390,24.3240968,85.771442,100.3,20
15420,24.3288006,85.7658245,100.3,23
15450,24.3333644,85.7601192,100.3,10
15480,24.337971,85.7543283,100.3,23
15510,24.3424479,85.7488133,100.3,19
15540,24.3470949,85.7430721,100.3,9
15570,24.3517653,85.7375938,100.3,10
15600,24.3562832,85.7318902,100.3,18
15630,24.3607962,85.7261013,100.3,17
15660,24.365539,85.7203452,100.3,9
15690,24.370215,85.714816,100.3,17
15720,24.3747316,85.7092134,100.3,19
15750,24.379265,85.7035377,100.3,22
15780,24.3839219,85.6976448,100.3,14
15810,24.3883204,85.6922258,100.3,15
15840,24.3930352,85.6862772,100.3,25
15870,24.3976666,85.6807341,100.3,22
15900,24.4023435,85.6749187,100.3,18
15930,24.406688,85.6694746,100.3,9
15960,24.411372,85.6636317,100.3,24
15990,24.415976,85.6580973,100.3,25
16020,24.4204825,85.6523957,100.3,10
16050,24.4250421,85.6465938,100.3,8
16080,24.429749,85.6411512,100.3,9
16110,24.4342772,85.6353991,100.3,8
16140,24.4388481,85.6295495,100.3,17
16170,24.4436127,85.6238911,100.3,13
16200,24.4482064,85.6182088,100.3,11
16230,24.4526019,85.6126936,100.3,15
16260,24.457178,85.6069051,100.3,18
16290,24.4619695,85.6014635,100.3,20
16320,24.466428,85.5957892,100.3,25
16350,24.4669023,85.5950996,0.0,14
16380,24.4670712,85.5950276,0.0,18
16410,24.4668823,85.5949331,0.0,21
16440,24.4669105,85.5949615,0.0,13
16470,24.4669835,85.595126,0.0,9
16500,24.4669012,85.5950862,0.0,20
16530,24.4670748,85.5948566,0.0,23
16560,24.466887,85.5948541,0.0,10
16590,24.4670557,85.5950278,0.0,17
16620,24.4669774,85.595091,0.0,23
16650,24.4670518,85.594913,0.0,16
16680,24.4670062,85.594974,0.0,13
16710,24.4670298,85.5948631,0.0,13
16740,24.4670585,85.5950332,0.0,10
16770,24.47032,85.5892808,100.3,19
16800,24.4739736,85.5826625,100.3,14
16830,24.4776021,85.5761027,100.3,11
16860,24.481447,85.5696494,100.3,25
16890,24.4851267,85.5629797,100.3,14
16920,24.4887742,85.5563479,100.3,12
16950,24.4925941,85.5500257,100.3,23
16980,24.4962532,85.5432344,100.3,9
17010,24.4998434,85.5367433,100.3,14
17040,24.5036558,85.5301827,100.3,22
17070,24.50726,85.5237513,100.3,25
17100,24.5110055,85.5172129,100.3,23
17130,24.5148066,85.5104495,100.3,15
17160,24.518572,85.5040524,100.3,18
17190,24.5222003,85.4975464,100.3,18
17220,24.5258591,85.490806,100.3,15
17250,24.5295332,85.4844402,100.3,14
17280,24.5333177,85.4777353,100.3,23
17310,24.5370839,85.4711344,100.3,21
17340,24.5406751,85.4648414,100.3,22
17370,24.5443937,85.4581255,100.3,22
17400,24.5482495,85.4516504,100.3,16
17430,24.5518197,85.4449491,100.3,9
17460,24.5555506,85.4383926,100.3,22
17490,24.5593083,85.4318587,100.3,18
17520,24.5629537,85.4253437,100.3,13
17550,24.566817,85.4188936,100.3,13
17580,24.5704697,85.4123166,100.3,15
17610,24.574047,85.4058551,100.3,23
17640,24.5779658,85.3991136,100.3,23
17670,24.5816687,85.3925804,100.3,21
17700,24.5853513,85.3860191,100.3,18
17730,24.5889796,85.3794602,100.3,12
17760,24.5928186,85.3731088,100.3,21
17790,24.5965462,85.3663027,100.3,23
17820,24.6001895,85.3598886,100.3,21
17850,24.6038447,85.3533295,100.3,11
17880,24.6075332,85.346707,100.3,25
17910,24.611324,85.3402895,100.3,21
17940,24.6150868,85.3335716,100.3,17
17970,24.618605,85.3272767,100.3,8
18000,24.6223796,85.3205192,100.3,22
18030,24.6261912,85.3140987,100.3,8
18060,24.6299329,85.3074629,100.3,12
18090,24.6336151,85.3008939,100.3,19
18120,24.6372581,85.2944307,100.3,8
18150,24.6410308,85.2876912,100.3,18
18180,24.6446518,85.2812065,100.3,16
18210,24.6484066,85.2747485,100.3,14
18240,24.6521405,85.2680392,100.3,18
18270,24.6558362,85.2614797,100.3,19
18300,24.659587,85.2549446,100.3,19
18330,24.6631828,85.2483721,100.3,19
18360,24.6668144,85.241974,100.3,10
18390,24.670628,85.235486,100.3,12
18420,24.6744511,85.2287756,100.3,11
18450,24.6780713,85.2223718,100.3,14
18480,24.6818091,85.2158271,100.3,18
18510,24.6854109,85.209129,100.3,21
18540,24.6891003,85.2025168,100.3,19
18570,24.6928572,85.196095,100.3,11
18600,24.6965718,85.1895524,100.3,25
18630,24.7003972,85.1829769,100.3,19
18660,24.7040801,85.1765716,100.3,10
18690,24.707625,85.1700017,100.3,10
18720,24.7113056,85.1634541,100.3,17
18750,24.715252,85.1566588,100.3,13
18780,24.7187778,85.1502911,100.3,23
18810,24.7224538,85.1435932,100.3,8
18840,24.726202,85.1372685,100.3,25
18870,24.7300838,85.1305698,100.3,21
18900,24.7336621,85.1240687,100.3,17
18930,24.7373031,85.1173323,100.3,15
18960,24.7411869,85.1109282,100.3,18
18990,24.7447826,85.104324,100.3,18
19020,24.7485124,85.0978682,100.3,24
19050,24.752318,85.091251,100.3,17
19080,24.7559537,85.0848337,100.3,17
19110,24.7595569,85.0780926,100.3,23
19140,24.7633206,85.0715493,100.3,9
19170,24.7669701,85.0649964,100.3,13
19200,24.7708065,85.058408,100.3,25
19230,24.7744264,85.0520975,100.3,12
19260,24.7781028,85.0452916,100.3,18
19290,24.7819239,85.038836,100.3,19
19320,24.7855285,85.0323204,100.3,9
19350,24.7893679,85.0258921,100.3,12
19380,24.7929159,85.0193567,93.83,13
19410,24.7961224,85.013646,79.3,8
19440,24.7987463,85.0090628,61.42,12
19470,24.8010248,85.0054243,54.17,12
19500,24.8023555,85.0025691,35.46,24
19530,24.8034973,85.0006984,20.47,23
19560,24.8044067,84.9994394,0.0,12
19590,24.8043807,84.9993679,0.0,22
19620,24.8042565,84.9991849,0.0,23
19650,24.8044078,84.999193,0.0,25
19680,24.8041968,84.9991589,0.0,15
19710,24.8042854,84.999179,0.0,9
19740,24.8043291,84.9992095,17.24,24
19770,24.8044373,84.9980112,17.24,16
19800,24.8046826,84.9960708,29.85,22
19830,24.805207,84.9936921,38.54,24
19860,24.8056466,84.9901057,45.6,24
19890,24.8064333,84.9859598,57.17,19
19920,24.8070467,84.9808195,66.76,21
19950,24.8079202,84.9748281,75.13,17
19980,24.8089148,84.9681159,84.44,22
20010,24.8100968,84.9611031,84.44,22
20040,24.8111003,84.9542532,84.44,22
20070,24.8120176,84.9474218,84.44,21
20100,24.8131755,84.9403582,84.44,10
