t_offset_sec,latitude,longitude,speed_kmh,accuracy_m
1980,28.5814103,77.4865797,88.5,22
2010,28.5760452,77.4911088,88.5,14
2040,28.5708011,77.4957282,88.5,21
2070,28.5654311,77.5002742,88.5,17
2100,28.560149,77.5047727,88.5,19
2130,28.5548994,77.5093269,88.5,19
2160,28.5496345,77.5140295,88.5,8
2190,28.5442495,77.5182736,88.5,12
2220,28.5391507,77.5227969,88.5,14
2250,28.5338213,77.5274749,88.5,24
2280,28.5285133,77.5320661,88.5,14
2310,28.5231028,77.5365553,88.5,12
2340,28.5178021,77.5412117,88.5,10
2370,28.5126554,77.5457288,88.5,15
2400,28.507249,77.55027,88.5,25
2430,28.501993,77.5546584,88.5,11
2460,28.4967222,77.5591841,88.5,9
2490,28.491356,77.5637536,88.5,24
2520,28.4860099,77.5681631,88.5,17
2550,28.4808352,77.5727105,88.5,19
2580,28.4753505,77.5772354,88.5,11
2610,28.4701736,77.5818045,88.5,21
2640,28.464783,77.5863051,88.5,24
2670,28.4594047,77.5908374,88.5,23
2700,28.4542458,77.5953931,88.5,21
2730,28.4488432,77.6000384,88.5,12
2760,28.4437294,77.6043888,88.5,21
2790,28.4383602,77.609047,88.5,16
2820,28.4330916,77.6134767,88.5,11
2850,28.4275977,77.6180302,88.5,12
2880,28.4224296,77.6226242,88.5,14
2910,28.4172155,77.6272281,88.5,8
2940,28.4117165,77.6316169,88.5,25
2970,28.4065619,77.6361618,88.5,11
3000,28.4011028,77.6405574,88.5,21
3030,28.3957738,77.6451272,88.5,10
3060,28.3905017,77.6498708,88.5,20
3090,28.3854083,77.6542429,88.5,20
3120,28.380051,77.6587375,88.5,17
3150,28.3745939,77.6634676,88.5,18
3180,28.3694198,77.6679107,88.5,9
3210,28.3639789,77.672533,88.5,22
3240,28.3589031,77.6769733,88.5,21
3270,28.3534342,77.6814554,88.5,12
3300,28.3482525,77.68606,88.5,24
3330,28.3427761,77.6906418,88.5,19
3360,28.3376337,77.6950356,88.5,18
3390,28.3322689,77.6995816,88.5,16
3420,28.3271039,77.7039847,88.5,17
3450,28.3216809,77.708499,88.5,24
3480,28.3164884,77.7131908,88.5,21
3510,28.311022,77.71766,88.5,13
3540,28.3059007,77.7220845,88.5,14
3570,28.3004584,77.7266859,88.5,18
3600,28.2950678,77.7312171,88.5,11
3630,28.2898172,77.735808,88.5,15
3660,28.2846768,77.7402765,88.5,16
3690,28.2794033,77.7449479,88.5,15
3720,28.274015,77.7492896,88.5,14
3750,28.2686828,77.7539313,88.5,13
3780,28.26324,77.7585809,88.5,25
3810,28.2580762,77.7628936,88.5,23
3840,28.2528542,77.767371,88.5,14
3870,28.2474044,77.7721822,88.5,21
3900,28.2422244,77.7765807,88.5,22
3930,28.2368052,77.7809841,88.5,11
3960,28.2315441,77.7856119,88.5,16
3990,28.2261463,77.7900507,88.5,16
4020,28.2210187,77.7945736,88.5,19
4050,28.2157367,77.7992948,88.5,15
4080,28.2104148,77.8036963,88.5,24
4110,28.2050077,77.8082641,88.5,24
4140,28.1997971,77.8126772,88.5,18
4170,28.194555,77.8171954,88.5,11
4200,28.1892644,77.8219557,88.5,18
4230,28.1837631,77.8264127,88.5,9
4260,28.1786662,77.8309629,88.5,15
4290,28.1731459,77.8354153,88.5,15
4320,28.1679891,77.8399106,88.5,12
4350,28.1626368,77.8444158,88.5,23
4380,28.157281,77.8489485,88.5,10
4410,28.1521597,77.8536789,88.5,14
4440,28.1466029,77.8579666,88.5,25
4470,28.1414654,77.8626922,88.5,9
4500,28.136112,77.8670847,88.5,20
4530,28.1308679,77.8716052,88.5,19
4560,28.125527,77.8762634,88.5,13
4590,28.1203317,77.8808487,88.5,17
4620,28.1149737,77.8852707,88.5,20
4650,28.1096534,77.8898161,88.5,17
4680,28.104217,77.8942136,88.5,17
4710,28.0990026,77.898845,88.5,15
4740,28.0937667,77.9032729,88.5,22
4770,28.0885445,77.9079685,88.5,19
4800,28.0831732,77.9125111,88.5,23
4830,28.0779104,77.9170889,88.5,21
4860,28.0725678,77.921363,88.5,16
4890,28.067218,77.926155,88.5,21
4920,28.0617962,77.9306481,88.5,16
4950,28.0566603,77.9350671,88.5,22
4980,28.0512916,77.9395503,88.5,9
5010,28.045948,77.9442222,88.5,18
5040,28.0407457,77.9485429,88.5,22
5070,28.0353833,77.953233,88.5,13
5100,28.0301159,77.9578253,88.5,11
5130,28.0249255,77.9623037,88.5,18
5160,28.0194035,77.9668104,88.5,8
5190,28.0142836,77.9712023,88.5,18
5220,28.0090118,77.975938,88.5,25
5250,28.0034816,77.9802481,88.5,14
5280,27.9982607,77.9848228,88.5,13
5310,27.9930876,77.9894121,88.5,15
5340,27.9876386,77.9938697,88.5,19
5370,27.9823483,77.9984154,88.5,15
5400,27.9772109,78.0028898,88.5,8
5430,27.9718597,78.0075686,88.5,24
5460,27.966462,78.012085,88.5,13
5490,27.9611297,78.0164736,88.5,15
5520,27.9557611,78.0212242,88.5,20
5550,27.9506272,78.0255645,88.5,16
5580,27.9453815,78.030077,88.5,24
5610,27.9400425,78.0348154,88.5,21
5640,27.9345519,78.0393385,88.5,25
5670,27.9294081,78.0436874,88.5,20
5700,27.923996,78.048355,88.5,17
5730,27.9188538,78.0528291,88.5,8
5760,27.9134223,78.0573685,88.5,11
5790,27.9081107,78.0619578,88.5,23
5820,27.9028396,78.0664178,88.5,15
5850,27.8976973,78.0709871,88.5,23
5880,27.892212,78.0755595,88.5,24
5910,27.8868932,78.0798615,88.5,23
5940,27.8805942,78.0816118,88.5,25
5970,27.8741615,78.082925,88.5,8
6000,27.8676469,78.0843234,88.5,19
6030,27.8612391,78.0857513,88.5,17
6060,27.854771,78.0874304,88.5,10
6090,27.848278,78.0887007,88.5,23
6120,27.841983,78.0901401,88.5,20
6150,27.8355601,78.0917244,88.5,15
6180,27.8289806,78.0931959,88.5,21
6210,27.8226195,78.094614,88.5,12
6240,27.8161162,78.0961864,88.5,21
6270,27.8099121,78.0975237,88.5,14
6300,27.8034515,78.0991496,88.5,25
6330,27.7969536,78.1006653,88.5,15
6360,27.7904765,78.1020544,88.5,24
6390,27.7841101,78.1035292,88.5,10
6420,27.7777796,78.1048991,88.5,10
6450,27.7712035,78.1064654,88.5,13
6480,27.7648132,78.1077374,88.5,14
6510,27.7583618,78.1094618,88.5,9
6540,27.7520533,78.1107821,88.5,24
6570,27.7455168,78.1123249,88.5,25
6600,27.739069,78.1135651,88.5,11
6630,27.7326445,78.1151173,88.5,16
6660,27.7262388,78.1166805,88.5,19
6690,27.7198208,78.1180092,88.5,17
6720,27.7133807,78.1194865,88.5,19
6750,27.7069505,78.1209662,88.5,22
6780,27.7004381,78.1224557,88.5,12
6810,27.6939964,78.1240383,88.5,23
6840,27.6875256,78.1254128,88.5,12
6870,27.6812206,78.1270539,88.5,8
6900,27.6747487,78.1282742,88.5,11
6930,27.6683804,78.1297833,88.5,9
6960,27.6619747,78.1313289,88.5,10
6990,27.6554716,78.1327837,88.5,15
7020,27.6490409,78.1340833,88.5,14
7050,27.6425928,78.1357942,88.5,21
7080,27.6362471,78.137103,88.5,20
7110,27.6299122,78.1386462,88.5,14
7140,27.6232522,78.1399873,88.5,14
7170,27.6168776,78.1414864,88.5,11
7200,27.6104071,78.1430308,88.5,20
7230,27.6040327,78.1445722,88.5,16
7260,27.5977751,78.1460271,88.5,23
7290,27.5911418,78.1472692,88.5,15
7320,27.5849228,78.1487616,88.5,12
7350,27.5782657,78.1503439,88.5,8
7380,27.5718851,78.1519372,88.5,9
7410,27.5654057,78.1533757,88.5,21
7440,27.5591187,78.1546952,88.5,24
7470,27.5527152,78.1561344,88.5,20
7500,27.5461829,78.1576439,88.5,23
7530,27.5397477,78.1592471,88.5,18
7560,27.5333659,78.1607261,88.5,14
7590,27.5270512,78.1622105,88.5,16
7620,27.5205563,78.1636439,88.5,25
7650,27.5140544,78.1650654,88.5,16
7680,27.5076909,78.1664891,88.5,21
7710,27.5012528,78.1678392,88.5,19
7740,27.4948784,78.1694847,88.5,19
7770,27.488415,78.170781,88.5,25
7800,27.4820257,78.1724612,88.5,14
7830,27.4754634,78.1737014,88.5,8
7860,27.468984,78.1752222,88.5,14
7890,27.4625035,78.1766723,88.5,11
7920,27.4563184,78.1783216,88.5,24
7950,27.449892,78.1796932,88.5,9
7980,27.4433889,78.1811693,88.5,20
8010,27.4367972,78.1826511,88.5,16
8040,27.43043,78.1839228,88.5,8
8070,27.4241596,78.1856525,88.5,22
8100,27.41763,78.1869801,88.5,25
8130,27.4112862,78.1883134,88.5,8
8160,27.4048047,78.1899839,88.5,13
8190,27.398445,78.1912728,88.5,21
8220,27.3920059,78.1927345,88.5,22
8250,27.3855238,78.1941827,88.5,11
8280,27.379154,78.1957135,88.5,14
8310,27.3726702,78.1973185,88.5,18
8340,27.3662901,78.1988176,88.5,18
8370,27.3598772,78.200077,88.5,19
8400,27.3533453,78.2017766,88.5,20
8430,27.3468892,78.2031593,88.5,9
8460,27.3403653,78.2046725,88.5,24
8490,27.3339584,78.2059685,88.5,13
8520,27.3276089,78.2074367,88.5,14
8550,27.3212459,78.2089427,88.5,8
8580,27.3147149,78.2104541,88.5,11
8610,27.3082939,78.2119219,88.5,10
8640,27.3019253,78.2133555,88.5,11
8670,27.295591,78.2147359,88.5,10
8700,27.2889644,78.2163253,88.5,8
8730,27.2826919,78.2178506,88.5,14
8760,27.276228,78.2192165,88.5,15
8790,27.2697098,78.2207489,88.5,14
8820,27.2633991,78.2222317,88.5,17
8850,27.2567829,78.2236874,88.5,13
8880,27.2504146,78.2251102,88.5,21
8910,27.2439711,78.2264614,88.5,14
8940,27.2375288,78.2279592,88.5,22
8970,27.2311232,78.2294838,88.5,19
9000,27.2247167,78.2309953,88.5,22
9030,27.2184171,78.2324745,88.5,13
9060,27.2117743,78.2339847,88.5,20
9090,27.2060888,78.2365241,88.5,21
9120,27.2027015,78.242914,88.5,17
9150,27.1992251,78.2491968,88.5,24
9180,27.195879,78.2555265,88.5,16
9210,27.192316,78.2618523,88.5,16
9240,27.1889115,78.2680135,88.5,11
9270,27.1855532,78.2744422,88.5,23
9300,27.1820128,78.2807453,88.5,19
9330,27.1786882,78.2870835,88.5,9
9360,27.1751843,78.2932323,88.5,19
9390,27.1718929,78.2995196,88.5,21
9420,27.1683479,78.3059357,88.5,11
9450,27.1648314,78.3122587,88.5,13
9480,27.1614679,78.3185232,88.5,8
9510,27.1580216,78.3249701,88.5,21
9540,27.1546615,78.3312433,88.5,15
9570,27.1510937,78.3375295,88.5,18
9600,27.1477169,78.3438545,88.5,9
9630,27.1444096,78.3503152,88.5,24
9660,27.1407382,78.356495,88.5,16
9690,27.1375274,78.3628039,88.5,8
9720,27.1338757,78.3690495,88.5,17
9750,27.1306316,78.375608,88.5,24
9780,27.1270074,78.3819267,88.5,12
9810,27.12355,78.3880496,88.5,9
9840,27.1203377,78.3943589,88.5,12
9870,27.1168534,78.4007207,88.5,13
9900,27.1133227,78.4070978,88.5,14
9930,27.1099977,78.4133061,88.5,10
9960,27.1063707,78.4197911,88.5,21
9990,27.1029064,78.4259221,88.5,25
10020,27.0996712,78.4322778,88.5,23
10050,27.0960474,78.4385113,88.5,25
10080,27.0927507,78.4450092,88.5,23
10110,27.0893069,78.4513658,88.5,15
10140,27.0858936,78.4574597,88.5,12
10170,27.0823349,78.4640303,88.5,20
10200,27.0790187,78.4703356,88.5,21
10230,27.0755324,78.476542,88.5,19
10260,27.0720643,78.482921,88.5,8
10290,27.0685536,78.4891976,88.5,15
10320,27.0651545,78.4954328,88.5,8
10350,27.0617807,78.501874,88.5,10
10380,27.0583513,78.5080048,88.5,14
10410,27.0547505,78.514371,88.5,10
10440,27.0513912,78.520794,88.5,21
10470,27.0479015,78.5270068,88.5,23
10500,27.0444314,78.5335192,88.5,21
10530,27.0410316,78.5396662,88.5,24
10560,27.0377692,78.546003,88.5,10
10590,27.0341989,78.5524005,88.5,20
10620,27.0308833,78.5584991,88.5,18
10650,27.0272626,78.5649653,88.5,22
10680,27.0237922,78.5713263,88.5,20
10710,27.0204641,78.5774615,88.5,21
10740,27.0169812,78.5839534,88.5,22
10770,27.0136079,78.5903143,88.5,18
10800,27.0102613,78.5966886,88.5,11
10830,27.0068067,78.6030078,88.5,25
10860,27.0033609,78.609291,88.5,10
10890,26.9997579,78.6154462,88.5,16
10920,26.9963318,78.6219066,88.5,22
10950,26.9929569,78.6281179,88.5,9
10980,26.9894336,78.634442,88.5,19
11010,26.9859755,78.6407917,88.5,19
11040,26.9825912,78.647029,88.5,17
11070,26.979291,78.6532506,88.5,16
11100,26.9756937,78.659668,88.5,8
11130,26.9723271,78.6659666,88.5,9
11160,26.9689285,78.6723012,88.5,9
11190,26.9654723,78.6786295,88.5,13
11220,26.9619129,78.6848548,88.5,12
11250,26.958622,78.6912731,88.5,16
11280,26.9551057,78.6975978,88.5,15
11310,26.9518214,78.704049,88.5,24
11340,26.9482883,78.7101047,88.5,18
11370,26.9447966,78.7164533,88.5,11
11400,26.9413602,78.7230218,88.5,10
11430,26.9379095,78.7292345,88.5,17
11460,26.9344935,78.7353653,88.5,16
11490,26.9311353,78.7418996,88.5,10
11520,26.9277275,78.7481226,88.5,11
11550,26.9242771,78.7544807,88.5,17
11580,26.9207902,78.7607877,88.5,15
11610,26.9173726,78.766956,88.5,23
11640,26.9138047,78.7735405,88.5,16
11670,26.9105091,78.7798096,88.5,16
11700,26.9070042,78.7859047,88.5,20
11730,26.9036754,78.7924124,88.5,16
11760,26.8999928,78.7985866,88.5,21
11790,26.8967297,78.8049235,88.5,22
11820,26.8932752,78.8114519,88.5,18
11850,26.8897011,78.8175415,88.5,18
11880,26.8862957,78.8239749,88.5,22
11910,26.8829557,78.8302985,88.5,18
11940,26.8795044,78.8365669,88.5,25
11970,26.875923,78.8428427,88.5,19
12000,26.8727025,78.8491021,88.5,23
12030,26.8690987,78.8555836,88.5,20
12060,26.8656721,78.8616991,88.5,10
12090,26.8623345,78.8681755,88.5,19
12120,26.8587479,78.8745484,88.5,24
12150,26.8553862,78.8807272,88.5,18
12180,26.8519695,78.8870967,88.5,12
12210,26.8485774,78.8933224,88.5,19
12240,26.8451224,78.8997141,88.5,8
12270,26.8417339,78.9059909,88.5,23
12300,26.8383593,78.9123351,88.5,25
12330,26.8346892,78.9187216,88.5,11
12360,26.831241,78.9249207,88.5,11
12390,26.8279299,78.9312253,88.5,13
12420,26.8245439,78.9377851,88.5,20
12450,26.8210467,78.9439107,88.5,14
12480,26.8175723,78.9503019,88.5,18
12510,26.8142284,78.9566278,88.5,18
12540,26.8107173,78.9629148,88.5,15
12570,26.8073746,78.96922,88.5,22
12600,26.8037814,78.9756663,88.5,13
12630,26.8005144,78.9817573,88.5,17
12660,26.7968275,78.9882708,88.5,22
12690,26.7935647,78.9945431,88.5,11
12720,26.7900523,79.0008505,88.5,21
12750,26.7866207,79.007162,88.5,15
12780,26.7831087,79.0134735,88.5,10
12810,26.7797941,79.0198239,88.5,8
12840,26.7771112,79.0263742,88.5,23
12870,26.7754766,79.0336828,88.5,8
12900,26.773761,79.0407589,88.5,20
12930,26.7719781,79.0478496,88.5,13
12960,26.7702212,79.054904,88.5,15
12990,26.7684137,79.0620653,88.5,14
13020,26.766722,79.0689677,88.5,8
13050,26.7649594,79.0761152,88.5,15
13080,26.7633564,79.0832067,88.5,15
13110,26.7616554,79.0904631,88.5,24
13140,26.7598821,79.0975088,88.5,18
13170,26.7582128,79.1046373,88.5,15
13200,26.7563709,79.1117502,88.5,8
13230,26.7547167,79.1187624,88.5,21
13260,26.7530172,79.1259537,88.5,20
13290,26.751071,79.1328759,88.5,16
13320,26.7495587,79.1400089,88.5,25
13350,26.7477818,79.1470759,88.5,9
13380,26.7459367,79.1541605,88.5,9
13410,26.7442243,79.1613533,88.5,24
13440,26.7425645,79.1683666,88.5,11
13470,26.7406914,79.1755862,88.5,11
13500,26.7391266,79.1825379,88.5,18
13530,26.7372388,79.1895974,88.5,23
13560,26.7355258,79.1966501,88.5,10
13590,26.7338612,79.2039315,88.5,15
13620,26.7322103,79.2109177,88.5,22
13650,26.7303639,79.218047,88.5,16
13680,26.7286965,79.2251872,88.5,12
13710,26.7268519,79.2321916,88.5,15
13740,26.7253177,79.2393714,88.5,17
13770,26.7234317,79.2465141,88.5,17
13800,26.7217457,79.2535276,88.5,17
13830,26.7199278,79.2607345,88.5,12
13860,26.7181943,79.2676766,88.5,20
13890,26.7164927,79.2747539,88.5,14
13920,26.7148491,79.2818266,88.5,8
13950,26.7130304,79.2890962,88.5,24
13980,26.7113384,79.296162,88.5,13
14010,26.7097597,79.3032664,88.5,24
14040,26.7078509,79.3102818,88.5,23
14070,26.7062095,79.3175283,88.5,23
14100,26.7043506,79.324633,88.5,8
14130,26.7027521,79.3314787,88.5,15
14160,26.7009238,79.3386236,88.5,16
14190,26.699273,79.3458725,88.5,11
14220,26.6975527,79.352857,88.5,22
14250,26.6957996,79.3600388,88.5,8
14280,26.694141,79.367198,88.5,24
14310,26.6924253,79.3742633,88.5,19
14340,26.6906308,79.3812566,88.5,11
14370,26.6889769,79.3883862,88.5,16
14400,26.687138,79.3954912,88.5,25
14430,26.6854927,79.4027194,88.5,9
14460,26.6836464,79.4096812,88.5,15
14490,26.6818636,79.4168432,88.5,15
14520,26.6801247,79.4239333,88.5,13
14550,26.6783426,79.4309974,88.5,25
14580,26.6766751,79.4381346,88.5,10
14610,26.6751131,79.4450472,88.5,17
14640,26.6731538,79.4521726,88.5,23
14670,26.6715311,79.4593627,88.5,9
14700,26.6697605,79.4664887,88.5,14
14730,26.668072,79.4735275,88.5,23
14760,26.6662649,79.4806546,88.5,14
14790,26.6646415,79.4876782,88.5,8
14820,26.6629056,79.4949442,88.5,11
14850,26.6612114,79.5019147,88.5,14
14880,26.6594447,79.5090695,88.5,22
14910,26.6578219,79.5160507,88.5,21
14940,26.6559851,79.5232201,88.5,13
14970,26.6541802,79.530314,88.5,17
15000,26.6526166,79.5373554,88.5,25
15030,26.6506959,79.5444448,88.5,25
15060,26.6490329,79.5516473,88.5,11
15090,26.6474292,79.5588404,88.5,23
15120,26.6454362,79.5659214,88.5,24
15150,26.6438298,79.572798,88.5,10
15180,26.6421765,79.5800485,88.5,11
15210,26.6404895,79.5870759,88.5,25
15240,26.6387304,79.5940974,88.5,11
15270,26.6369828,79.6012001,88.5,24
15300,26.6351281,79.6084636,88.5,23
15330,26.6333421,79.6154198,88.5,14
15360,26.6317368,79.6224727,88.5,13
15390,26.6299032,79.6296423,88.5,13
15420,26.6283498,79.6368035,88.5,13
15450,26.6264764,79.643872,88.5,23
15480,26.6248333,79.6510509,88.5,16
15510,26.6229874,79.6579891,88.5,17
15540,26.6212943,79.6650989,88.5,19
15570,26.6196864,79.6721984,88.5,17
15600,26.6178461,79.6793188,88.5,21
15630,26.6160016,79.6865802,88.5,9
15660,26.6145296,79.6935002,88.5,12
15690,26.6127999,79.7007216,88.5,8
15720,26.6110263,79.7076481,88.5,16
15750,26.6091537,79.7147965,88.5,18
15780,26.6074581,79.7218959,88.5,25
15810,26.6057623,79.7289375,88.5,14
15840,26.6040464,79.7361068,88.5,16
15870,26.6021773,79.7431442,88.5,18
15900,26.6006119,79.7504514,88.5,23
15930,26.5989422,79.7575498,88.5,20
15960,26.5971396,79.7646351,88.5,23
15990,26.5952901,79.7717554,88.5,20
16020,26.5935073,79.7785716,88.5,18
16050,26.5918343,79.7857628,88.5,17
16080,26.5900584,79.7927887,88.5,10
16110,26.5883845,79.8000786,88.5,21
16140,26.5867878,79.8072051,88.5,17
16170,26.5849889,79.8142078,88.5,22
16200,26.5831688,79.8213078,88.5,16
16230,26.5815213,79.8284783,88.5,8
16260,26.5796777,79.8355607,88.5,18
16290,26.5781664,79.8425343,88.5,22
16320,26.5763784,79.849587,88.5,18
16350,26.5745718,79.8567578,88.5,18
16380,26.5727677,79.8640085,88.5,16
16410,26.5710515,79.8710378,88.5,8
16440,26.569289,79.8781028,88.5,21
16470,26.5676266,79.8851525,88.5,9
16500,26.5660125,79.8921209,88.5,24
16530,26.5641576,79.89937,88.5,9
16560,26.5625842,79.9065593,88.5,18
16590,26.560807,79.9135413,88.5,18
16620,26.5590336,79.920711,88.5,10
16650,26.5573937,79.9278217,88.5,25
16680,26.5554424,79.934838,88.5,10
16710,26.553823,79.9419212,88.5,14
16740,26.5521395,79.9491079,88.5,21
16770,26.5504258,79.9561138,88.5,12
16800,26.5486493,79.9630923,88.5,18
16830,26.5468649,79.9704024,88.5,21
16860,26.5452508,79.9773848,88.5,17
16890,26.5432814,79.9846101,88.5,8
16920,26.5415506,79.9915544,88.5,12
16950,26.5398866,79.9986212,88.5,18
16980,26.5382289,80.0058477,88.5,14
17010,26.5365614,80.0129206,88.5,19
17040,26.5348632,80.0200597,88.5,12
17070,26.532942,80.0269858,88.5,17
17100,26.5312086,80.0340457,88.5,9
17130,26.5296383,80.0412973,88.5,10
17160,26.527785,80.0483263,88.5,15
17190,26.5261427,80.0553889,88.5,13
17220,26.5243482,80.0625065,88.5,14
17250,26.5227106,80.0695298,88.5,22
17280,26.5208042,80.0769039,88.5,8
17310,26.5191592,80.0839392,88.5,14
17340,26.5174107,80.0909465,88.5,20
17370,26.5156302,80.0981408,88.5,11
17400,26.5138703,80.1050581,88.5,24
17430,26.5121466,80.11233,88.5,11
17460,26.5106359,80.119422,88.5,19
17490,26.508853,80.1263911,88.5,14
17520,26.5069762,80.1334198,88.5,24
17550,26.5052851,80.140566,88.5,11
17580,26.5037113,80.1475908,88.5,20
17610,26.5019417,80.1548032,88.5,11
17640,26.5000894,80.1620642,88.5,10
17670,26.4983793,80.1691315,88.5,17
17700,26.4965927,80.1761841,88.5,20
17730,26.4950355,80.1830745,88.5,16
17760,26.4932647,80.1904366,88.5,9
17790,26.4913745,80.1973382,88.5,8
17820,26.4896396,80.2044069,88.5,23
17850,26.4880792,80.2114751,88.5,14
17880,26.4863758,80.2187525,88.5,19
17910,26.4845773,80.2258981,88.5,21
17940,26.4827259,80.2330289,88.5,12
17970,26.4811479,80.2400877,88.5,13
18000,26.4793149,80.247219,88.5,13
18030,26.4774932,80.2540987,88.5,20
18060,26.4759222,80.2614077,88.5,16
18090,26.4741898,80.2682393,88.5,8
18120,26.4723802,80.2755951,88.5,9
18150,26.4707574,80.2824677,88.5,21
18180,26.4688405,80.2896345,88.5,24
18210,26.4671422,80.2966479,88.5,19
18240,26.4656068,80.3037422,88.5,10
18270,26.4636639,80.3109545,88.5,21
18300,26.4621329,80.3180696,88.5,12
18330,26.4604232,80.3251601,82.78,8
18360,26.4587414,80.3313487,74.48,16
18390,26.4573696,80.3368253,59.91,19
18420,26.4564816,80.3413841,54.19,11
18450,26.4554686,80.345031,40.39,14
18480,26.4546938,80.3477474,31.29,12
18510,26.4542795,80.3494256,18.06,11
18540,26.4540586,80.3509345,18.06,11
18570,26.4539326,80.3509249,0.0,17
18600,26.4539538,80.3511427,0.0,24
18630,26.4540046,80.3511468,0.0,16
18660,26.45407,80.3508891,0.0,21
18690,26.4539663,80.3508932,0.0,9
18720,26.4540668,80.3510902,0.0,9
18750,26.4540793,80.3511443,0.0,8
18780,26.4539038,80.3508598,0.0,15
18810,26.4539089,80.3509466,0.0,23
18840,26.4539956,80.350953,0.0,20
18870,26.4528727,80.3518967,19.65,16
18900,26.4513975,80.3531905,34.04,16
18930,26.4491644,80.3553048,43.94,18
18960,26.4460406,80.3580971,58.95,16
18990,26.4422912,80.3613976,70.85,25
19020,26.4378263,80.3651282,85.65,18
19050,26.4327092,80.3697629,96.27,19
19080,26.4271591,80.3745048,96.27,25
19110,26.4216188,80.3793789,96.27,22
19140,26.4163492,80.3841601,96.27,17
19170,26.4107002,80.3890419,96.27,22
19200,26.4053244,80.3940469,96.27,10
19230,26.4000079,80.3988564,96.27,13
19260,26.3943953,80.4036607,96.27,24
19290,26.3888813,80.4084436,96.27,15
19320,26.3835786,80.413064,96.27,19
19350,26.3780518,80.4180523,96.27,24
19380,26.3725923,80.4228718,96.27,19
19410,26.3671369,80.4276531,96.27,24
19440,26.3615771,80.4323056,96.27,13
19470,26.3562439,80.4373295,96.27,15
19500,26.3508407,80.4421105,96.27,12
19530,26.3452999,80.4469852,96.27,21
19560,26.3399261,80.4515951,96.27,20
19590,26.3343154,80.4565957,96.27,21
19620,26.329017,80.4612789,96.27,12
19650,26.3235113,80.4660417,96.27,10
19680,26.3179252,80.470932,96.27,17
19710,26.3124544,80.4757988,96.27,10
19740,26.3069548,80.4805151,96.27,12
19770,26.3016091,80.4852533,96.27,15
19800,26.2961256,80.4900664,96.27,21
19830,26.2906662,80.49489,96.27,19
19860,26.2851205,80.4999348,96.27,16
19890,26.27968,80.5045793,96.27,12
19920,26.2742383,80.5093148,96.27,16
19950,26.2689284,80.5140887,96.27,11
19980,26.2634044,80.5190564,96.27,23
20010,26.2578674,80.5238439,96.27,11
20040,26.2524913,80.5287089,96.27,12
20070,26.2469051,80.5336332,96.27,18
20100,26.2416627,80.5384377,96.27,9
